channelId,title,description,publishedAt,subscriberCount,videoCount
UC0jDoh3tVXCaqJ6oTve8ebA,FAPTV,"FAPTV được thành lập vào ngày 14/02/2014 bởi các thành viên: Đạo diễn Trần Đức Viễn, Rapper Thái Vũ (Black Bi), AT117 (Tài trợ về thiết bị) và người mẫu Ribi Sachi với niềm đam mê về nghệ thuật, mong muốn tạo ra điều khác biệt so với các nội dung video trên các mạng xã hội.  Năm 2014 cũng là thời điểm mạng xã hội Youtube phát triển mạnh tại Việt Nam, các tiểu phẩm trên kênh FAPTV của nhóm ban đầu rất may mắn được cộng đồng mạng đón nhận, và thật sự tạo ra dấu ấn riêng khi Producer Trần Long, Vinh Râu cùng Huỳnh Phương tham gia trong sitcom Cơm Nguội. Nhóm hy vọng kênh FAPTV là nơi mọi người có thể truy cập để giải trí sau những giờ làm việc để giải toả những căng thẳng, mệt mỏi bằng những tình huống hài về các cuộc sống đời thường được kể theo cách riêng, dí dỏm và hài hước của FAPTV.  ",13800000
UCW2VpyLcDYZghyejDI7jzgA,Chích Kừn Review Phim,,53200
UCtpX-hGGBtH2ZvVX9_5RwFg,Wren Evans Official,That guy you know you saw somewhere cus you recognized his voice.  YouTube channel chính thức của Wren Evans.  It's the official YouTube channel of Wren Evans.   ►Liên hệ/Contact:  Email:  management@monox.asia Instagram: https://www.instagram.com/wrenevans____/ Fanpage: https://www.facebook.com/wren.evans11/  © Bản quyền thuộc về Wren Evans Official © Copyright by Wren Evans Official ☞ Do not Reup,198000
UCsSsgPaZ2GSmO6il8Cb5iGA,DaFuq!?Boom!,"Dafuq!?Boom! (a.k.a. blugray)  Links: Instagram ► https://www.instagram.com/dafuqboomtv/ Steam ► https://steamcommunity.com/id/dafuqboom Tiktok ► none Twitter ► none  30 MILLION SUBSCRIBERS - 19th September 2023 25 MILLION SUBSCRIBERS - 17th August 2023 20 MILLION SUBSCRIBERS - 18th July 2023 10 MILLION SUBSCRIBERS - 7th June 2023 5 MILLION SUBSCRIBERS - 15th May 2023 1 MILLION SUBSCRIBERS - 5:43 A.M., 23rd November 2021 900k subscribers 4th April 2021 700k subscribers 19th July 2020 200 MILLION VIEWS IN TOTAL - 2nd April 2020 600k subscribers 27th March 2020 500k subscribers 23rd November 2019 100 MILLION VIEWS IN TOTAL  - 12 April 2019 300k subscribers - 27 February 2019 35 million views in total - 08/02/2018 50k subscribers - 12/04/2017 10 million views in total - 11/28/2017 30k subscribers - 08/03/2017 3 million views in total - 07/11/2017 20k subscribers - 07/05/2017 10k subscribers - 05/18/2017 ",35000000
UCEf_Bc-KVd7onSeifS3py9g,SMTOWN,Welcome to SM Entertainment Official YouTube Channel! You can enjoy SM artist's latest videos on SMTOWN Official YouTube Channel.,32200000
UCTdxW3Si8aduSuZbzyR2jlw,Miss Universe,"The Miss Universe Organization exists to advocate for a future forged by women with courage to push the limits of what’s possible. We believe a confident woman can change the world, and the first step is showing up as your beautifully authentic self.   Miss Universe 2022 is R’Bonney Gabriel from USA!",3000000
UCiLrRPwHWjfHljbV7r-77Ag,Hai bà dà nè,Hai bà dà chào cả nhàaaaa 👵👵 Cả nhà nhớ nhấn nút Đăng ký 👍 và bật Chuông thông báo 🔔 để không bỏ lỡ bất kỳ video mới nào của hai bà nha  Contact: duongngocbaothy1996@gmail.com  #shorts #haibadane #haibagiane #tiktok #tiktokfunny #tiktoktrieuview #tiktoktrend   © Bản quyền thuộc về Hai bà dà nè ☞ Vui lòng không đăng tải lại dưới mọi hình thức! © Copyright by Hai bà dà nè ☞ Do not Reup! ,318000
UCMLfVa85wDQATfMqu1-LLTw,Will in Vietnam,"Trời ơi Vietnam ! ► Khám phá Văn Hoá - Ẩm Thực - Du Lịch Việt Nam với một người nước ngoài 😁 ► Discover the amazing Vietnamese culture seen by a foreigner here in Hanoi and Saigon (food, culture and language)  P/s: Love every little things in Vietnam :p ",991000
UCskoC1mx8DMcGq4_MpeAnzg,DQ Comedy,,211000
UC-eBGSovPQOgmK11tLj_4oA,PHIM CỰC NGẮN,Ở đây chúng tôi làm phim cực ngắn METAVERSE ENTERTAINMENT anmai.metaverseentertainment@gmail.com ,107000
UCgwkOh8CRaZITUPmF8VMb7A,Scary Short TV,"Welcome to ""Scary Short TV""!  Have a nice time watching video on our channel, where we Scary Teacher funny game/ Game animation video to share them with you guys! . 💕 We love working with Scary Teacher (Nick & Tani), this channel and all of it's videos are ""directed to everyone"" with in the meaning of Title 16 C.F.R. §312.2, and are not intended for children under 13 years of age.💕 Thank you! ©F Media  ",262000
UC5COGWmYWCPZrsy0THJp4Ng,Tuna Lee,Ba đời nhà tôi làm nhạc chế  Liên hệ hợp tác / For Business: tunaleeteam@gmail.com  Hãy nhấn SUBSCRIBE/ĐĂNG KÝ tại http://bit.ly/TunaLeeTV ngay để theo dõi những video mới nhất từ Tuna Lee!  ► YOUTUBE CHANNEL TUNA LEE: https://www.youtube.com/c/TunaLeeTV  ► FACEBOOK FANPAGE TUNA LEE: https://www.facebook.com/TunaLeeTV ► INSTAGRAM TUNA LEE: https://www.instagram.com/tunaleene/ ► TIKTOK TUNA LEE: https://www.tiktok.com/@tunaleene ,2220000
UCMzFGyigts0zrVWJgxG_2CA,Fansie Family,#fansiefamily Đăng ký channel Fansie Family để cập nhật những video mới nhất của chúng mình nhé! _______________________________ Kết nối với Fansie Family ngay tại đây:  ✨ Fanpage Facebook: https://www.facebook.com/FansieFamily ✨ Facebook Nguyễn Thắng: https://www.facebook.com/tom.zonson.9 ✨ Facebook Minh Phương: https://www.facebook.com/phuong.mauhihi ✨ Instagram của Fansie: https://www.instagram.com/fansie.m/ ✨ Instagram của Tom: https://www.instagram.com/lf.tom_zonson/?fbclid=IwAR3Y0ZgU9MGMFIG-8mf2wcwor6FI2Z4VhFek7GqMZK_1IdSCIQMRkqeb1VY  ✨ TikTok của chúng mình: https://www.tiktok.com/@befansie  _______________________________ ► Email liên hệ hợp tác: fansiefamilytp@gmail.com ** My email to corporate: fansiefamilytp@gmail.com  © Bản quyền thuộc về Fansie Family © Copyright by Fansie Family. Please do not Reup  ,756000
UCe2WErsiKt-qb22nElJC-6Q,Cảnh Giác,"“CẢNH GIÁC“ là kênh tạo dựng những vụ việc nóng được dư luận quan tâm nhất Việt Nam. Nhằm giúp khán giả có được cái nhìn toàn diện, nhiều góc cạnh của cuộc sống cùng những bình luận chân thật. Qua đó giúp cho quý vị có những bài học cảnh giác bổ ích sâu sắc, tránh để xảy ra những trường hợp đáng tiếc.   👉 Theo dõi mình thêm để được cập nhật trạng thái mới nhất nhé!  👉 Fanpage: www.facebook.com/canhgiac.moli 👉 Youtube: www.youtube.com/c/canhgiac68 🤝 Liên hệ quảng cáo:  📧 Email: booking@molinetwork.com ",33800
UC_STX9XSCdObBUtY-65dw6A,KIẾN KHÔNG NGỦ OFFICIAL,Kênh Youtube chính thức của Kiến Không Ngủ.  Mọi người subscribe để đón xem các video nhé! 😍   🔸 Đăng ký kênh tại: https://bit.ly/3ad2GrX  🔸 Tiktok: https://www.tiktok.com/@kienkhongngu_official  🔸 Facebook: https://www.facebook.com/kienkhongngu.vn  #kienkhongngu #tiktok #comedy #suthat #bian #giaitri #haihuoc  ❌Bản quyền thuộc về KIẾN KHÔNG NGỦ OFFICIAL - Không REUP dưới mọi hình thức❌ ,295000
UC4TqyXMCW0c08N7aRfqxq9A,Gin Tuấn Kiệt,Chào mừng mọi người đến với kênh video chính thức của ca sĩ- diễn viên Gin Tuấn Kiệt.  Hãy subcribe để không bỏ lỡ bất kì sản phẩm âm nhạc chính thức cũng như những video đời thường nào của Gin nhé!  --------------------- Đăng ký kênh để xem nhiều video mới tại :  http://bit.ly/GinTuanKiet_Youtube Theo dõi GIN TUẤN KIỆT trên ►Facebook :  https://www.facebook.com/gintuankiet0609 ►FANPAGE : https://www.facebook.com/TuanKietOfficial  ► Full Playlist GIN TUẤN KIỆT :  http://bit.ly/GinTuanKiet_Playlist --------------------- © Bản quyền thuộc về GIN TUẤN KIỆT © Copyright by Gin Tuan Kiet ☞ Do not Reup,771000
UCLJhGM46sgvfUpwXalN-tKg,HỒ VĂN CƯỜNG Official,CHÀO MỪNG BẠN ĐẾN VỚI KÊNH YOUTUBE HỒ VĂN CƯỜNG Official. CLICK ĐĂNG KÝ & SUBCRIBE ĐỂ THEO DÕI NHỮNG SẢN PHẨM MỚI NHẤT NHÉ! ,157000
UCyNhkbys1EjIeRukSM79p0g,Tín Nguyễn Official,Tín chân thành cảm ơn tất cả mọi người đã xem video và chọn follow kênh Tín nha! Love all  Tiktok: @tin_nguyen_9 Fanpage: 9.tinnguyen ,235000
UC7E8Pnn_Dt9SVpVsE7LDnfw,Yến Nồi Cơm Điện,"Xin chào mọi người!! Mình là Yến - mọi người hay gọi mình là Chị Yến Nồi Cơm Điện lí do là vì Yến được biết đến qua trend tặng Nồi Cơm Điện trước đó. Cho nên suy nghĩ lấy tên đó luôn hí hí   Và đây là kênh chính thức của Yến cùng với những video xoay quanh chủ đề về cuộc sống, vui nhộn với nhiều điều hấp dẫn, thú vị !! Mọi người nhớ đăng kí để ủng hộ nhé hihi  Liên Hệ Với Tôi Nếu Có Vấn Đề Bản Quyền: Email: bookingyenncd9319@gmail.com  Liên Hệ Tài Trợ, Hợp Tác: Email: bookingyenncd9319@gmail.com",1650000
UCgeQezjQQi43YaBFWD5vUyQ,Nghệ An TV,"Đây là kênh chính thức của Đài Phát thanh - Truyền hình Nghệ An trên nền tảng Youtube. Cập nhật những thông tin chính thống chính trị, xã hội, văn hóa, các chương trình đã phát sóng trên kênh NTV của Đài Phát thanh - Truyền hình Nghệ An. ✔ Địa chỉ: Số 01, đường Nguyễn Thị Minh Khai, Thành phố Vinh, tỉnh Nghệ An, Việt Nam ✔ Tel: (+84)2383.844.314 - (+84)2383.844.700  Fax: (+84)2383.844.314 ✔ Website: www.truyenhinhnghean.vn ✔ Email: daiptthnghean@gmail.com ✔ YouTube: https://www.youtube.com/@truyenhinhnghean ✔ YouTube: https://www.youtube.com/@daiptthnghean ✔ YouTube: https://www.youtube.com/@NTVGiaiTriOfficial ✔ Facebook: www.facebook.com/truyenhinhnghean ✔ Facebook: www.facebook.com/ngheantv.fanpage ",1160000
UCir4cu2u6q8vK7hOBNjpGEg,Huy Khang,"Xin chào tất cả các bạn, đây là kênh Youtube chính thức của HUY KHANG  Mình chỉ dùng mỗi kênh Youtube này thôi, các kênh còn lại đều là không phải kênh của mình. Rất mong các bạn có thể ủng hộ bằng cách Subscribe kênh Youtube này của mình nhé! https://bit.ly/huykhangtran0112  Mình cảm ơn các bạn rất nhiều ❤️❤️❤️  Nhớ Follow HUY nha: ▶️ TikTok: https://www.tiktok.com/@huykhangtran119 ▶️ Facebook: https://www.facebook.com/huys.khangs ▶️ Instagram: https://www.instagram.com/kh.hyyy",337000
UCuYBJCZsGBgngbhH_byWggQ,Tùng Mlem Official,Tùng Mlem Official chào mọi người. Kênh mình sẽ bao gồm: 1/ Thử thách ăn uống theo yêu cầu icon 2/ Thử thách làm theo trên tiktok 3/ Review đồ ăn 4/ Thử thách về đồ ăn Kênh mình sẽ phát triển lâu dài hay không là do mọi người có thực sự thích video của mình tạo ra hay không. Mọi góp ý và phản hồi của mọi người mình luôn nghe theo và làm tốt hơn từng ngày.  Gmail : tungmlem.2k@gmail.com  ,619000
UCfwQLe-WkFENDWo6w4OC1ug,CAFELAND,"CafeLand TV là kênh YouTube chính thức của Chuyên trang đầu tư bất động sản Cafeland.vn. Mục tiêu của chúng tôi là xây dựng các video mang lại cho mỗi người dân, nhà đầu tư và doanh nghiệp các thông tin, kiến thức hữu ích một cách nhanh chóng trong lĩnh vực kinh doanh bất động sản. Qua đó quý vị sẽ có thêm các thông tin hữu ích phục vụ cho việc tìm hiểu và đầu tư trên thị trường bất động sản.   Ngoài ra, CafeLand TV còn mang đến cho mọi người các video về các kinh nghiệm, kiến thức khác liên quan đến vấn đề trang trí nhà cửa, lựa chọn phong cách, thiết bị cho căn nhà của mình. Chúng tôi rất mong nhận được sự chia sẻ, góp ý của quý vị khi theo dõi CafeLand TV để chúng tôi ngày càng hoàn thiện, nâng cao chất lượng nhằm phục vụ quý vị tốt hơn.   Bản quyền thuộc về CAFELAND TV. Cấm Reup và cắt xén video, trong mọi trường hợp cần phải xin phép CafeLand TV. Liên hệ kênh: Mobile/zalo: 0942.825.711 Email: sales@cafeland.vn Gửi câu hỏi thắc mắc cần giải đáp về mail: tv@cafeland.vn ",673000
UCsYABc3KrwbYb3GHOqJ6wPA,White Toxic,Chúng ta sẽ gặp lại nhau ở 400k Đăng ký nha❤️‍🔥🙆🏻‍♂️ Nhận Booking ở Gmail. Cảm ơn tất cả các bạn đã ủng hộ mình❤️nhớ Follow kênh để mang lại những trải nghiệm thú ví của Video mình sản xuất nhaaa🇻🇳 Chân thành cảm ơn tất mọi người rất nhiều!!! ,363000
UCaJS_wpJbjS-bMQQff2gf2g,Thèm Bò Sát,Sợ chim và Nuôi Rắn. Mình muốn đi khắp thế giới chỉ để ngắm nhìn Bò Sátttt ▶️ FOLLOW MY INSTAGRAM: @nguoilam.mong ▶️ FOLLOW MY FANPAGE: https://www.facebook.com/thembosat ,397000
UCuSkK03h80AhO4IkvaSWdow,exlittlebeans,"The world of magic and fairy tales! I am the invincible little bean himself! Thank you all for your love and support. Prohibit the transport of my work, violators will be investigated! Copyright infringement ! ",2990000
UCRR3vpGoVKF3q_vZI7mCfjQ,Marusya Outdoors,👋Welcome to my adventures!🌤️Camping🏕️Surviva🪓Bushcraft🏔️  ,6930000
UC4LvrpNXujjbGOS4RDvr41g,FPT Bóng Đá,FPT Play là đơn vị sở hữu toàn bộ bản quyền các giải đấu cấp CLB của UEFA trong 3 mùa giải từ 2021-2024.   FPT Play - Không giới hạn ------------------------------ Thưởng thức các trận cầu đỉnh cao tại hệ thống kênh Youtube của FPT ️⚽ FPT Bóng Đá: https://bit.ly/FPTBongda ⚽ FPT Bóng Đá Việt: https://bit.ly/FPTBongDaViet ⚽ FPT Bóng Rổ: https://bit.ly/FPTBongro ------------------------------ © Bản quyền thuộc về FPT Bóng Đá và Đối Tác © Copyright by FPT Bóng Đá and Partner☞ Do not Reup © Copyright all rights reserved ,1230000
UC5wIXexTJS-sZp0ALjtkPkQ,Nguyên Hí Mắt To,"Liên hệ với mình qua Zalo nhé :)) FB của Hí  : https://www.facebook.com/tainguyen978 Theo dõi page FB : https://www.facebook.com/nguyenhimatto Tiktok : @nguyenhimatto Instagram : @nguyenhi_97 Zalo & SDT & MOMO : 0355295252 Chào m.n đến với kênh của mình, nhớ đăng ký nhaaaaa.....",204000
UCAGikSCgqbeIXCvoXixWovQ,Khoa Pug,"Booking: khoapug.booking@gmail.com (24/7) - Nhận booking các nhãn hàng, sản phẩm, nhà hàng, hotel, resort…đủ các thể loại.   - Fanpage : https://www.facebook.com/khoapugoffical/ - Facebook: https://www.facebook.com/pugk.youtube © Copyright by Khoa Pug. ☞ Do not Reup.  * When You Write The Story of Your Life, Don't Let Anyone else Hold The Pen. Live A Life You Will Remember.",4600000
UCN0ZqGH6bK0Q4rfbRkhPA-A,Vua Phim Review,"Vua phim review là kênh youtube review phim và tóm tắt phim lôi cuốn hấp dẫn . đội ngũ làm việc chuyên nghiệp đặt sự sáng tạo lên hàng đầu . chúng tôi luôn mang đến tin tức về những bộ phim mới nhất . review những bộ phim hay nhất đến cho khán giả . niềm vui của khán giả chính là niềm hạnh phúc của team vua phim. chúc mọi người sẽ luôn có những phút giây vui vẻ khi xem video trên kênh vua phim review nhé, hihi  liên hệ quảng cáo: vuaphimreview@gmail.com ",1250000
UCsuR30z1rzuX3pEu22sDMqA,Vua Phim,Tổng Hợp Phim Hay Đặc Sắc !  Link Tuyển Chọn Các Bộ Phim Đặc Sắc Hay Nhất Mọi Thời Đại :  ➥ Các Phim Chiếu Rạp Hay Nhất :  https://www.youtube.com/watch?v=2mSbv4uR85o&list=PLNGIrS8ceJ22XWBuIpVbe1edWGppcfX0V  ➥ Các Phim Chiếu Rạp Hay Nhất :  https://www.youtube.com/watch?v=2mSbv4uR85o&list=PLNGIrS8ceJ22XWBuIpVbe1edWGppcfX0V  © Bản quyền thuộc về Vua Phim Chanel  © Copyright by Vua Phim Chanel ☞ Do not Reup ,426000
UCJS9YotMKGn4cnvA-SHATng,Phim Bộ Việt Nam,"PHIM BỘ VIỆT NAM - Kênh Giải Trí thuần phim Việt dành cho mọi gia đình với những bộ phim truyền hình đặc sắc đã được phát trên sóng Truyền Hình Vĩnh Long ở nhiều thể loại: tình cảm lãng mạn, tâm lý xã hội, hành động, hài, cổ trang, kinh dị. ► Các bộ phim đặc sắc do Đài Phát Thanh Truyền Hình Vĩnh Long giữ bản quyền và phát hành dưới mọi hình thức trên toàn lãnh thổ Việt Nam và trên các hạ tầng internet.  ► Không được đăng tải lại dưới bất kỳ hình thức nào nếu chưa có sự cho phép của Đài Phát Thanh Truyền Hình Vĩnh Long .  Kênh YouTube PHIM BỘ VIỆT NAM thuộc hệ thống các Kênh Youtube của Đài Phát Thanh Truyền hình Vĩnh Long giới thiệu những bộ phim truyền hình đã phát sóng có bản quyền của Đài Phát Thanh Truyền hình Vĩnh Long. Liên hệ: Đài Phát Thanh Truyền Hình Vĩnh Long  số 50, Phạm Thái Bường,  P4, TP Vĩnh Long, Tỉnh Vĩnh Long  Điện thoại: 0270.3822345 Fax: 0270. 3827194  Email : banbientap@thvl.vn  Website: http://www.thvl.vn/  http://www.thvli.vn  Facebook: facebook.com/VinhLongTV ",540000
UCrj5BGAhtWxDfqbza9T9hqA,AlHadath الحدث,شبكة العربية مسجلة تحت اسم Middle East News FZ-LLC ميدل ايست نيوز منطقة حرة-ذ.م.م,5010000
UC0IpGYsi1KVorZ7QVCHfdag,Binz Da Poet,"Binz (24/05/1988) - ca sĩ/nhạc sĩ/rapper/producer. Anh học tập tại trường Đại học The Art Institute ở Mỹ và khi trở về Việt Nam, anh gia nhập SpaceSpeakers. Với chất giọng cá tính, chất rap riêng biệt và ca từ phong phú, Binz nhanh chóng gây ấn tượng mạnh với công chúng qua loạt ca khúc: They said, Krazy,  Gene, So far, Ok…Anh cũng là 1 trong những rapper hiếm hoi có sự kết hợp cùng các nghệ sĩ đình đám như Mỹ Tâm, Hoàng Thuỳ Linh…Ngoài ra, những sản phẩm kết hợp giữa “nhà thơ” Binz và “phù thuỷ âm nhạc” Touliver luôn trở thành tâm điểm, gây dấu ấn mạnh mẽ trong cộng đồng âm nhạc Việt Nam.     Năm 2018, Binz được đề cử “Nam ca sĩ được yêu thích nhất” và “Ca khúc Rap, Hip Hop, R&B” của Keeng Young Awards. Năm 2019, Binz được đề cử tại hạng mục Nam ca sĩ phong cách nhất của năm tại Elle Style Awards. Cuối năm 2019, Binz giữ vai trò giám khảo cuộc thi Beck Stage Battle Rap.   Contact: Email: booking@spacespeakers.vn Phone: +84923629838",1830000
UCLa90xY6l4sEY1sC3tlwGGA,KARIK,"Chào đón các bạn đến với kênh Youtube của Karik, hy vọng các bạn sẽ enjoy  với những gì mà Karik mang đến cho mọi người.  ĐÂY LÀ KARIK.",1410000
UCJSagsGX4aEwIejLp_9NkbA,Nguyễn Trần Trung Quân,"Đây là kênh YouTube chính thức của ca sĩ Nguyễn Trần Trung Quân. Tại đây, chúng ta và tất cả những người yêu âm nhạc, đều là những người bạn. Âm nhạc kết nối tâm hồn, khiến mọi người gần lại với nhau. Tất cả những ai yêu âm nhạc, yêu nghệ thuật đều được chào đón.   📨 trungquannguyentran@gmail.com  Telegram: https://t.me/nguyentrantrungquan  ►Đăng ký kênh để xem nhiều video mới tại: http://bit.ly/NguyenTranTrungQuan_YTB◀  Welcome to Nguyen Tran Trung Quan space  A place for connecting and sharing 🌟 YOUTUBE: http://bit.ly/NguyenTranTrungQuan_YTB 🌟 FACEBOOK: https://www.facebook.com/trungquan.nguyentran 🌟 FANPAGE: https://www.facebook.com/nttqofficial/ 🌟 INSTAGRAM: https://www.instagram.com/nguyentrantrungquan/ 🌟 VLIVE: https://channels.vlive.tv/AA1AA3/home 🌟 TIKTOK: https://www.tiktok.com/@nttquan 🌟 FANGROUP LIGHTER: https://www.facebook.com/groups/lighterofficial ---------------- © Bản quyền thuộc về Nguyễn Trần Trung Quân © Copyright by Nguyen Tran Trung Quan ☞ Do not Reup",879000
UCjoAIOyTWjGjP_Q-qw3jkhQ,Thiên An Official,"  Nhấn Đăng Ký giúp An sớm đạt 5 triệu subscribers nhaaaaaa - Fanpage của An : https://www.facebook.com/thienan.official/ - Facebook cá nhân An : https://www.facebook.com/ThienAn.Youtuber - Facebook Group của An & các fan  : https://www.facebook.com/groups/ThienAnCung/ - Tiktok của An : https://www.tiktok.com/@thienanofficial/   - Contact for Sponsor  : maptvteam@gmail.com   For booking  : Ms. Thanh - 0943882902  An làm clip cực lắm nên đừng Re-Up tội nghiệp An, vậy An mất động lực làm clip lắm bạn nha.  Mọi vấn đề liên quan bản quyền vui lòng gởi mail : maptvteam@gmail.com nha. An sẽ phản hồi sớm thôi ",4180000
UChGncdgzOKmp5XQTnQa2h4w,2 NGÀY 1 ĐÊM VIETNAM,"⛺ #2Ngày1Đêm là một chương trình truyền hình thực tế – tạp kĩ, nơi các nghệ sĩ có những chuyến đi trong vòng #2Ngay1Dem đến nhiều vùng miền khác nhau khắp cả nước. Các thành viên phải hoàn thành nhiều nhiệm vụ và thử thách khác nhau để nhận những phần thưởng/hình phạt thú vị.  ©️ 2 Ngày 1 Đêm Việt Nam thuộc sở hữu của Dong Tay Promotion và được bảo vệ bản quyền bởi Vie Network.  Tải app VieON tại: https://click.vieon.vn/wSBG/ytapp  👉 Theo dõi các kênh chính thức của 2 Ngày 1 Đêm Vietnam: ► Youtube: https://www.youtube.com/channel/UChGncdgzOKmp5XQTnQa2h4w ► Fanpage: https://www.facebook.com/2Ngay1DemVietNam.DongTay ► Instagram: https://www.instagram.com/2days1nightvietnamofficial/ ► TikTok: https://www.tiktok.com/@2ngay1demvietnam  ",767000
UC6UrwtJjV4xPxxZo-ZEpQYA,W/n,► SUBSCRIBE CHANNEL:  https://wn.fanlink.to/youtube  W/n  • Fanpage: https://wn.fanlink.to/fanpage_winhmm • Facebook: https://wn.fanlink.to/fb_winhmm • Instagram: https://wn.fanlink.to/instagram_winhmm • SoundCloud: https://wn.fanlink.to/soundcloud_winhmm • Spotify: https://wn.fanlink.to/spotify_winhmm • Apple Music: https://wn.fanlink.to/AppleMusic_winhmm • TikTok: https://www.tiktok.com/@wn0000  🎹🎧🎵 DJ/Music Producer/Composer Contact my manager : haidang.dien@riox.network  -- © Bản quyền thuộc về W/n © Copyright by W/n ☞ Do not Reup  ,905000
UC3IZKseVpdzPSBaWxBxundA,HYBE LABELS,"Welcome to the official YouTube channel of HYBE, the content hub for BIGHIT MUSIC, BELIFT LAB, SOURCE MUSIC, PLEDIS Entertainment, KOZ ENTERTAINMENT, ADOR and more.",73400000
UC2k3OPgIJWjp63Y2hrxdHHA,Miu Lê Official,Đây là Kênh Chính Thức Miu Lê . Các bạn hãy cùng đăng ký để theo dõi nhé.,557000
UCZRWf-SUOu4c8FSq2ezH-Zw,Bon Bon TV,mktdfamily@gmail.com,1730000
UC475tLo6Mop8IYXgvdnJy8w,Phim Ngôn Tình Tv,"Chào mừng bạn đến với Review phim hay. Nơi tổng hợp những bộ phim review đỉnh của chóp. Thẻ Tag: Review phim, review phim hay, phim hanh dong, tóm tắt phim, review phim nhanh, review phim hài, tóm tắt phim hài, vua phim hay, review phim anime, review phim hành động, review phim hàn quốc, review tóm tắt phim, tom tat phim, review anime, tóm tắt anime, phim hành động, phim hanh dong vo thuat, Vua phim mới ... Cảm ơn các bạn đã theo dõi và ủng hộ kênh!  ",102000
UC5fsYtWjjzy8D13cn4UKVMQ,Gấu Đỏ TV  & Family,"Xin chào các bạn ! Cảm ơn các bạn xem kênh của Gấu Đỏ Kênh của mình sẽ làm tất cả các video như thử thách, Vlog, DIY Và rất sẵn sàng làm bất cứ video nào nếu các bạn yêu cầu và mình thấy phù hợp.",798000
UCDt2sv8-Uw3ziTy2G7Bjktw,Bách Khỉ,Nếu bạn thích ăn chuối thì hãy xem video của tôi,262000
UCzgN9ZHWGlyk23LysJskf9Q,Việt Tiger ＶＱＣ,"Hí anh em ! mình là Việt thích chợp mắt và ghét ăn chuối  Hãy xem bằng cảm xúc tích cực nhất của mình!  Mình Live Stream lúc 9h Sáng Nhé Các Bạn  Việt luôn đón nhận sự đóng góp từ khán giả để xây dựng một kênh hữu ích cho mọi người   Hãy like,chia sẻ nếu thấy những video,clip hay mình xin chân thành cảm ơn.   -Trân trọng  Admin Việt Tiger VQC Tái phím !!!",169000
UCAzZdEu3MjJ7kdJD-u2083Q,Phước Lộc Gaming,Kênh YouTube chính thức của Phước Lộc Gaming  ▶ Facebook Cá Nhân : https://www.facebook.com/thangnhangheodaythamvong333/ ▶ Tik Tok: https://www.tiktok.com/@phuocloc25_01 ▶ Email Liên Hệ :  -------------------------/------------------------- © Bản quyền thuộc về Phước Lộc Gaming© © Copyright by Phước Lộc Gaming © ,1280000
UCfDrdfgDyeF_h3Y8klV0e0w,Hồng Ka vlogs,"Hồng Ka vlogs xin kính Chào quý khán thín giả trong và ngoài nước. Chân thành cảm ơn quý vị đã xem kênh youtube do Hồng Ka thực hiện. Kênh chuyên thực hiện các chủ đề như, độc lạ. .Thiện Nguyện. Chia sẽ cuộc sống thường ngày của người Miền Tây. 😍 Mọi ý kiến đóng góp xin ghi nhận 😍😍😍Mọi chi tiết vui lòng nhắn tin Zalo & Viber 0972325475. nhớ like hoặc  ĐĂNG KÝ KÊNH HOÀN TOÀN MIỄN PHÍ ỦNG HỘ MÌNH NHÉ  https://youtube.com/@Hongkavlogs?si=a08dnu-l_vYyrxvl -------------------------------------------- Official Facebook partner manager: copyright@megacreative.network  ",88600
UCPhHBEtG6dVZ5fJKoNArcJw,승비니 Seungbini,제 유튜브 채널에 와주셔서 감사합니다💙 ⏱업로드 시간 : 매일 오후 7시 !!⏱ 인스타 그램 : seu_ngbean  컨텍 메일 : 💌seungbini@sandboxnetwork.net  ,16300000
UCYd8eNMptkrGQs5F1JFHgMA,BẠN MUỐN HẸN HÒ,"✅ Đăng kí theo dõi/Subscribe: http://mcvnetworks.net/BanMuonHenHo Bạn Muốn Hẹn Hò là kênh Youtube giải trí đầy vui nhộn trực thuộc Công ty MCV Corporation, tổng hợp những gameshow hot nhất và mới nhất hiện nay. 🔸 Bạn Muốn Hẹn Hò Với tính giải trí đa đạng và độc đáo của kênh mong muốn đem lại cho người xem những khoảng thời gian thư giãn nhất. ------- #BANMUONHENHO #BANMUONHENHOMOINHAT #BMHH #netlove ------------------------------------ Tải ngay siêu ứng dụng #NetLove để xem nhanh nhất, đầy đủ nhất tất cả các chương trình mà bạn yêu thích: https://youtubemcv.onelink.me/0Btp/BMHHyoutube ------------------------ 💎 Fanpage MCVMedia: http://mcvnetworks.net/FanpageMCV 🌐 Website: http://mcv.com.vn ------------------------ © Các video trên kênh Bạn Muốn Hẹn Hò đã được đăng ký bản quyền với Youtube. Vui lòng không sao chép, re-upload dưới mọi hình thức. ✖ Mọi hành vi sao chép, re-upload có thể dẫn đến việc tài khoản của bạn bị khóa vĩnh viễn. ------------------------",2030000
UCZxUVZjMMx_xIjRuHyi4tUg,DuDu—em bé dễ thương,Chia sẻ cuộc sống hạnh phúc của một gia đình bốn người phim truyền hình chị gái yêu em gái Chị lớn bắt nạt em gái Địa vị gia đình của cha là thấp nhất chúc mọi người hạnh phúc Nếu thấy hay hãy nhấn đăng ký nhé. ,35800
UC2BEmluQX1foBrR3oLMiB_g,Skinny Pale,Welcome to the  Skinny Pale dedicated for the best animations!  ,3000000
