id,publishedAt,channelId,title,channelTitle,tags,dimension,description,viewCount,likeCount,commentCount
tIWYeMKHKKc,2022-07-03T14:59:24Z,UCpnQwjzvDm1MOMtZV2zkVpA,BIKERTOPIA ESPORTS vs V GAMING: MANG CHUNG KẾT TỚI ĐÂY | BÁN KẾT AIC 2022  - NGÀY 2 - 03/07,Liên Quân Mobile eSports-Garena,"['garena liên quân', 'liên quân mobile', 'liên quân', 'arena of valor', 'đấu trường danh vọng', 'garena liên quân mobile', 'aov', 'aov vn', 'garena', 'AIC2022', 'AIC', 'AIC 2022', 'bacon', 'v gaming', 'one team', 'bikertopia esports', 'vgm vs one', 'v gaming vs one team', 'bro vs bac', 'bacon time', 'vgm', 'v gaming aic 2022', 'trực tiếp aic 2022', 'trực tiếp vgm', 'trực tiếp v gaming']",PT6H14M16S,BIKERTOPIA ESPORTS vs V GAMING: MANG CHUNG KẾT TỚI ĐÂY | BÁN KẾT AIC 2022 - NGÀY 2 - 03/07 Lịch thi đấu Vòng ...,4889166,38522,1116
R8psZjzmlJU,2023-10-08T15:55:14Z,UCpnQwjzvDm1MOMtZV2zkVpA,"SAIGON PHANTOM, V GAMING, TEAM FLASH, GG LIVE - QUYẾT CHIẾN PLAYOFFS | ĐTDV MÙA ĐÔNG 2023",Liên Quân Mobile eSports-Garena,"['garena liên quân', 'liên quân mobile', 'liên quân', 'đấu trường danh vọng', 'garena liên quân mobile', 'aov', 'aov vn', 'garena', 'Saigon Phantom', 'Esports', 'trực tiếp giải liên quân', 'esport liên quân', 'esport trực tiếp', 'lck', 'vgm', 'apl 2023', 'apl', 'arena of valor premier 2023', 'liên quân apl', 'rov', 'sgp', 'saigon phantom', 'aog apl', 'trực tiếp apl', 'saigon phantom vo dich', 'sgp vo dich apl', 'saigon phantom apl', 'sgp vs bac', 'sgp vs gglive', 'vgm vs tdt', 'sgp vs hq', 'team flash vs tdt', 'trực tiếp', 'trực tiếp game']",PT8H19M55S,TRỰC TIẾP: SAIGON PHANTOM vs V GAMING - ĐTDV Mùa Đông 2023 | PLAY-OFF 1 - 08/10 14h00: GG Live vs Team Flash ...,3679543,22535,512
uPGEmc1Jds0,2022-08-26T16:17:27Z,UCpnQwjzvDm1MOMtZV2zkVpA,FL vs TDT I VGM vs MDH I BOX vs HEV I SGP vs XT I ĐẤU TRƯỜNG DANH VỌNG MÙA ĐÔNG 2022 - NGÀY 26/08,Liên Quân Mobile eSports-Garena,"['garena liên quân', 'liên quân mobile', 'liên quân', 'arena of valor', 'đấu trường danh vọng', 'garena liên quân mobile', 'aov', 'aov vn', 'garena', 'ĐTDV', 'Đấu Trường Danh Vọng', 'AOG', 'AOGW22', 'Thế hệ mới', 'Esports', 'Sports', 'New', 'đtdv mùa đông 2022', 'trực tiếp đtdv', 'trực tiếp đtdv mùa đông 2022', 'flash', 'team flash', 'team flash vs tdt esports', 'fl vs tdt', 'v gaming vs mdh', 'vgm vs mdh', 'v gaming', 'box', 'box gaming', 'box vs hev', 'box gaming vs heavy', 'sgp', 'saigon phantom', 'sgp vs xt', 'saigon phantom vs xt']",PT10H31M25S,FL vs TDT I VGM vs MDH I BOX vs HEV I SGP vs XT I ĐẤU TRƯỜNG DANH VỌNG MÙA ĐÔNG 2022 - NGÀY 26/08 Lịch thi đấu ...,3371157,21574,167
35LQpfU--4s,2018-08-30T10:09:49Z,UConnM5zwOP9vG_LPTYbRsAg,PUBG IN REAL LIFE | Phim PUBG Ngoài Đời Thật - Tập 1: Lính Bắn Tỉa Siêu Cấp | Lâm Vlog,Lâm Vlog,"['Lâm Vlog', 'lamvlog', 'lam vlog', 'PUBG Ngoài Đời Thật', 'PUBG', 'Ngoài', 'Đời', 'Thật', 'PUBG Ngoài Đời', 'Ngoài Đời Thật', 'Đời Thật', 'pubg thật', 'pubg đời thật', 'Tập 1', 'Lính Bắn Tỉa', 'Bắn Tỉa', 'pubg lính bắn tỉa', 'pubg ngoai doi that', 'Phim PUBG', 'Phim PUBG Ngoài Đời Thật', 'Lính Bắn Tỉa Siêu Cấp', 'Bắn Tỉa Siêu Cấp', 'Siêu Cấp', 'phim siêu cấp', 'phim', 'phim bắn', 'phim pubg ngoai doi that', 'phim bắn súng', 'phim ban sung', 'PUBG IN REAL LIFE', 'PUBG REAL LIFE', 'IN', 'REAL', 'LIFE']",PT5M7S,PUBG IN REAL LIFE | Phim PUBG Ngoài Đời Thật - Tập 1: Lính Bắn Tỉa Siêu Cấp | Lâm Vlog Xem thêm video liên quan: - Cuộc ...,52287153,496007,4470
7I6x6R4Aoh8,2020-11-25T06:06:19Z,UConnM5zwOP9vG_LPTYbRsAg,Người Cuối Cùng Ngừng Ăn Hải Sản Cua Hoàng Đế King Crab và Tôm Hùm Alaska Sẽ Thắng 10 Triệu,Lâm Vlog,"['Lâm Vlog', 'Lam Vlog', 'lamvlog', 'Lâm', 'LAM', 'Sẽ Thắng 10 Triệu', 'Người Cuối Cùng Ngừng Ăn Hải Sản', 'Người Cuối Cùng Ngừng Ăn', 'Người Cuối Cùng', 'Cua Hoàng Đế', 'Cua Hoàng Đế King Crab', 'Hải Sản', 'Tôm Hùm Alaska', 'Tôm Hùm', 'Tôm Alaska', 'Cua King Crab', 'King Crab', 'Thắng 10 Triệu', '10 Triệu', 'Người Cuối Cùng Ngừng Ăn Hải Sản Sẽ Thắng 10 Triệu', 'Người Cuối Cùng Ngừng Ăn Cua Hoàng Đế Sẽ Thắng 10 Triệu', 'Người Cuối Cùng Ngừng Ăn Cua Hoàng Đế', 'Người Cuối Cùng Ngừng Ăn Tôm Hùm Alaska Sẽ Thắng 10 Triệu']",PT39M5S,Tham gia làm hội viên của kênh để được hưởng đặc quyền: ...,33706396,526903,13538
bVOINU-QEMg,2020-08-26T12:07:07Z,UConnM5zwOP9vG_LPTYbRsAg,Thử Thách Cắm Trại Trên Cây 0 Sao vs 6 Sao | Nhà Trên Cây 10k vs Nhà Trên Cây 10 Triệu,Lâm Vlog,"['Lâm Vlog', 'Lam Vlog', 'lamvlog', 'Lâm', 'LAM', 'Nhà Trên Cây 10k', 'Nhà Trên Cây 10 Triệu', 'Nhà Trên Cây 10k vs 10 Triệu', '10k vs 10 Triệu', 'Nhà Trên Cây 0 SAO', 'Nhà Trên Cây 6 SAO', 'Thử Thách Cắm Trại', 'Thử Thách Cắm Trại Trên Cây', 'Thử Thách Cắm Trại Trên Cây 0 Sao vs 6 Sao', '0 Sao vs 6 Sao', 'Cắm Trại Trên Cây 0 Sao vs 6 Sao', 'Trên Cây 0 Sao vs 6 Sao', 'Thử Thách Cắm Trại Trên Cây 0 Sao', 'Thử Thách Cắm Trại Trên Cây 6 Sao', 'Cắm Trại Trên Cây 6 Sao', '0 Sao', '6 Sao', 'Cắm Trại Trên Cây 0 Sao', '10 Triệu']",PT41M57S,Thử Thách Cắm Trại Trên Cây 0 Sao vs 6 Sao | Nhà Trên Cây 10k vs Nhà Trên Cây 10 Triệu Các Video Liên Quan: Thử Thách ...,26301828,441206,22826
GfG6rCIzC7w,2020-12-13T10:14:19Z,UConnM5zwOP9vG_LPTYbRsAg,Người Cuối Cùng Ngừng Ăn Buffet Hải Sản Cua Hoàng Hậu và Tôm Hùm Nướng Phô Mai Sẽ Thắng 10 Triệu,Lâm Vlog,"['Lâm Vlog', 'Lam Vlog', 'lamvlog', 'Lâm', 'LAM', 'Sẽ Thắng 10 Triệu', 'Thắng 10 Triệu', '10 Triệu', 'Người Cuối Cùng Ngừng Ăn Buffet Hải Sản Sẽ Thắng 10 Triệu', 'Người Cuối Cùng Ngừng Ăn Buffet Hải Sản', 'Người Cuối Cùng', 'Người Cuối Cùng Ngừng Ăn Buffet', 'Người Cuối Cùng Ngừng Ăn', 'Buffet Hải Sản', 'Ăn Buffet Hải Sản', 'Người Cuối Cùng Ngừng Ăn Hải Sản Sẽ Thắng 10', 'Người Cuối Cùng Ngừng Ăn Hải Sản', 'Người Cuối Cùng Ngừng Ăn Cua Hoàng Hậu', 'Người Cuối Cùng Ngừng Ăn Tôm Hùm', 'Cua Hoàng Hậu', 'Tôm Hùm', 'hải sản']",PT52M8S,Địa Chỉ quán Buffet: Chài Village - 77 Nguyễn Huệ - Q1 TPHCM Tham gia làm hội viên của kênh để được hưởng đặc quyền: ...,26190868,257976,8208
lLnOT7xGdRw,2020-08-22T07:09:18Z,UConnM5zwOP9vG_LPTYbRsAg,Thử Thách Cắm Trại Trên Sa Mạc 0 Sao vs 6 Sao | Cắm Trại 100k vs Cắm Trại 15 Triệu,Lâm Vlog,"['Lâm Vlog', 'Lam Vlog', 'lamvlog', 'Lâm', 'LAM', 'Cắm Trại 100k vs Cắm Trại 15 Triệu', 'Cắm Trại 15 Triệu', 'Cắm Trại 100k', 'Cắm Trại', 'Cắm Trại 100k vs 15 Triệu', '100k vs 15 Triệu', '0 Sao vs 6 Sao', '6 Sao', '0 Sao', 'Sa Mạc 0 Sao', 'Sa Mạc 6 Sao', 'Thử Thách Cắm Trại Trên Sa Mạc 6 Sao', 'Thử Thách Cắm Trại Trên Sa Mạc 0 Sao', 'Thử Thách Cắm Trại Trên Sa Mạc 0 Sao vs 6 Sao', 'Sa Mạc 0 Sao vs 6 Sao', 'Thử Thách Cắm Trại', 'Cắm Trại Trên Sa Mạc', 'Sa Mạc']",PT48M39S,Thử Thách Cắm Trại Trên Sa Mạc 0 Sao vs 6 Sao | Cắm Trại 100k vs Cắm Trại 15 Triệu Link mua lều hoàng tử 130k: ...,23537685,307216,13036
BvuhQz8_4ps,2020-10-17T10:06:25Z,UConnM5zwOP9vG_LPTYbRsAg,Thử Thách 50 Giờ Cắm Trại Trên Bãi Biển Mùa Mưa Bão | Tập 1: 50h Cắm Trại Lều Cấp 1 VS Lều Cấp 6,Lâm Vlog,"['Lâm Vlog', 'Lam Vlog', 'lamvlog', 'Lâm', 'LAM', 'Thử Thách 50 Giờ', '50h Cắm Trại', '50 Giờ Cắm Trại', 'Thử Thách', 'Thử Thách 50h', 'Thử Thách 50 Giờ Cắm Trại Trên Bãi Biển Mùa Mưa Bão', 'Thử Thách 50 Giờ Cắm Trại Trên Bãi Biển', 'Thử Thách 50 Giờ Cắm Trại', 'Cắm Trại Trên Bãi Biển Mùa Mưa Bão', '50 Giờ Cắm Trại Trên Bãi Biển', 'Lều Cấp 1 VS Lều Cấp 6', 'Cắm Trại Lều Cấp 1', 'Cắm Trại Lều Cấp 6', 'Thử Thách 50h tập 1']",PT46M51S,Thử Thách 50 Giờ Cắm Trại Trên Bãi Biển Mùa Mưa Bão | Tập 1: 50h Cắm Trại Lều Cấp 1 VS Lều Cấp 6 Các Video Liên Quan: ...,23468456,300876,11584
o_SQQGvxHbs,2021-02-06T11:28:30Z,UConnM5zwOP9vG_LPTYbRsAg,Người Cuối Cùng Còn Thử Thách Cắm Trại Sinh Tồn Trên Bãi Biển Sẽ Thắng 10 Triệu,Lâm Vlog,"['Lâm Vlog', 'Lam Vlog', 'lamvlog', 'Lâm', 'LAM', 'Người Cuối Cùng Còn Thử Thách Cắm Trại Sinh Tồn Trên Bãi Biển Sẽ Thắng 10 Triệu', 'Sẽ Thắng 10 Triệu', 'Thắng 10 Triệu', '10 Triệu', 'Người Cuối Cùng', 'Thử Thách Cắm Trại Sinh Tồn Trên Bãi Biển', 'Thử Thách Cắm Trại Sinh Tồn', 'Thử Thách Cắm Trại', 'Thử Thách', 'Cắm Trại Sinh Tồn', 'Cắm Trại Sinh Tồn Trên Bãi Biển', 'Cắm Trại', 'Sinh Tồn', 'Người Cuối Cùng Còn Cắm Trại Sinh Tồn', 'Người Cuối Cùng Còn Cắm Trại', 'Người Cuối Cùng Còn Cắm Trại Sinh Tồn Sẽ Thắng 10 Triệu']",PT1H4M30S,Tham gia làm hội viên của kênh để được hưởng đặc quyền: ...,21821283,262292,10297
q8k2ksboxs8,2020-03-08T12:26:36Z,UConnM5zwOP9vG_LPTYbRsAg,Người Cuối Cùng Ngừng Ăn Gà Rán KFC Sẽ Thắng 10 Triệu,Lâm Vlog,"['Lâm Vlog', 'Lam Vlog', 'lamvlog', 'Lâm', 'LAM', 'Người Cuối Cùng Ngừng Ăn Gà Rán KFC Sẽ Thắng 10 Triệu', 'Ngừng Ăn Gà Rán KFC Sẽ Thắng 10 Triệu', 'Sẽ Thắng 10 Triệu', 'Thắng 10 Triệu', '10 Triệu', 'Người Cuối Cùng Ngừng Ăn Gà Rán KFC Sẽ Thắng', 'Người Cuối Cùng Ngừng Ăn Gà Rán KFC', 'Người Cuối Cùng Ngừng Ăn Gà Rán', 'Người Cuối Cùng Ngừng Ăn Gà', 'Người Cuối Cùng Ngừng Ăn', 'Gà Rán KFC', 'Ăn Gà Rán KFC Sẽ Thắng 10 Triệu', 'Người Cuối Cùng Ngừng Ăn KFC Sẽ Thắng 10 Triệu', 'Người Cuối Cùng Ngừng Ăn Sẽ Thắng 10 Triệu']",PT42M5S,Người Cuối Cùng Ngừng Ăn Gà Rán KFC Sẽ Thắng 10 Triệu Facebook cá nhân: https://www.facebook.com/vuhuy1990 FanPage ...,20380582,194688,7313
EPDiTjh3Yqk,2020-07-03T08:46:44Z,UConnM5zwOP9vG_LPTYbRsAg,Thử Thách Cắm Trại Trên Thuyền Phao 1 SAO vs 5 SAO | Du Thuyền 1 Triệu vs 10 Triệu,Lâm Vlog,"['Lâm Vlog', 'Lam Vlog', 'lamvlog', 'Lâm', 'LAM', 'Du Thuyền 1 Triệu vs 10 Triệu', 'Du Thuyền 1 Triệu', '1 Triệu vs 10 Triệu', '1 Triệu', '10 Triệu', 'Du Thuyền 10 Triệu', 'Du Thuyền', '1 SAO vs 5 SAO', '1 SAO', '5 SAO', 'Thử Thách Cắm Trại Trên Thuyền Phao 1 SAO', 'Thử Thách Cắm Trại Trên Thuyền Phao 5 SAO', 'Thử Thách Cắm Trại Trên Thuyền Phao', 'Thử Thách Cắm Trại', 'Thử Thách', 'Cắm Trại', 'Cắm Trại Trên Thuyền Phao 5 SAO', 'Cắm Trại Trên Thuyền Phao 1 SAO', 'Thuyền Phao 1 SAO', 'Thuyền Phao 5 SAO', 'Thuyền Phao']",PT32M44S,Thử Thách Cắm Trại Trên Thuyền Phao 1 SAO vs 5 SAO | Du Thuyền 1 Triệu vs 10 Triệu Facebook của mình nè: ...,20223983,226892,7950
Qp43d_T9-KI,2020-06-23T11:52:43Z,UConnM5zwOP9vG_LPTYbRsAg,Cắm Trại Lều 1 Sao vs Lều 6 Sao | Cắm Trại 100k vs Cắm Trại 10 Triệu - 1 SAO VS 5 SAO,Lâm Vlog,"['Lâm Vlog', 'Lam Vlog', 'lamvlog', 'Lâm', 'LAM', 'Cắm Trại 100k vs Cắm Trại 10 Triệu', 'Cắm Trại 10 Triệu', 'Cắm Trại 100k vs 10 Triệu', '100k vs 10 Triệu', '100k', 'Cắm Trại 100k', '10 Triệu', 'Cắm Trại', 'Cắm Trại Lều 1 Sao vs Lều 6 Sao', 'Lều 1 Sao vs Lều 6 Sao', 'Lều 1 Sao', 'Lều 6 Sao', '1 Sao', '6 Sao', '1 Sao vs 6 Sao', 'Cắm Trại Lều 1 Sao vs 6 Sao', 'Cắm Trại 1 Sao vs 6 Sao', 'Cắm Trại 1 Sao', 'Cắm Trại 1 Sao vs Cắm Trại 6 Sao', 'Cắm Trại 6 Sao', '1 SAO VS 5 SAO', '5 SAO']",PT42M27S,Siêu phẩm PEGA-S đã chính thức đến tay khách hàng và Lâm đã là một trong những người đầu tiên được trải nghiệm phiên bản ...,19113623,240995,9263
QBvL3Ffn1u4,2021-04-07T11:00:17Z,UCKgALVAg70mbC4SwhkyhvRw,ĐẠI CHIẾN RAP: @heroteam.official x STREAMERS FREE FIRE | MÈO SIMMY x CÔ NGÂN [OFFICAL MV],Huyền Thoại Sinh Tồn - Free Fire Esports,"['garena free fire', 'huyen thoai sinh ton ff', 'huyền thoại sinh tồn free fire', 'free fire', 'heavy', 'đấu trường sinh tồn', 'ff đấu giải', 'garena free fire việt nam', 'ff', 'huyền thoại sinh tồn', 'dau truong sinh ton', 'giải đấu free fire', 'htst free fire', 'dtst 2021', 'dtst', 'huyen thoai sinh ton', 'ff dau giai', 'Hero team', 'hero team đại chiến', 'rap battle streamer vs hero team', 'cô ngân mèo simmy', 'rap free fire', 'rap cô ngân simmy', 'rap battle free fire', 'đại chiến rap', 'streamer free fire hát rap']",PT4M6S,"Sau bản live đáng nhớ tại chung kết Yomost ĐTST Mùa xuân 2021, MV CHÍNH THỨC cho màn ĐẠI CHIẾN RAP của Gao Bạc, Cô ...",59439234,574548,54141
A06cJ6GF5YU,2021-04-05T11:00:17Z,UCKgALVAg70mbC4SwhkyhvRw,Đại chiến Rap: Hero Team x Streamers Free Fire | Live tại Chung kết Yomost ĐTST Xuân 2021,Huyền Thoại Sinh Tồn - Free Fire Esports,"['garena free fire', 'huyen thoai sinh ton ff', 'huyền thoại sinh tồn free fire', 'đấu trường sinh tồn', 'ff đấu giải', 'garena free fire việt nam', 'giải đấu free fire', 'htst free fire', 'dtst 2021', 'dtst', 'huyen thoai sinh ton', 'ff dau giai', 'hero team', 'rap cô ngân simmy', 'rap free fire', 'Chung kết Free Fire', 'chung kết ĐTST mùa xuân', 'chung kết ĐTST 2021', 'rap free fire simmy', 'cô ngân rap free fire', 'rap battle streamer vs hero team', 'Hero Team', 'hero đại chiến', 'cô ngân mèo simmy']",PT10M30S,"Gao Bạc, Cô Ngân, Simmy, Mr.Vịt, Phong Cận, Bác Gấu, Rikaki, Toàn Tây, Sammy, Hà Thảo Linh, Siro, Timmy, Kairon, Kamui đã ...",13678855,231435,18000
bV3gXkahsPY,2020-11-01T15:07:33Z,UCKgALVAg70mbC4SwhkyhvRw,CHUNG KẾT QUỐC GIA ĐTST MÙA ĐÔNG 2020: @HEAVY  lên ngôi vô địch đầy cảm xúc! | GARENA FREE FIRE,Huyền Thoại Sinh Tồn - Free Fire Esports,"['freefire', 'dautruongsinhton', 'huyenthoaisinhton', 'box', 'vgaming', 'freefire esports', 'dau truong sinh ton', 'huyen thoai sinh ton ff', 'heavy', 'heavy phu dai', 'heavy kimchon', 'heavy 3k', 'team flash free fire', 'garena free fire', 'hq esports', 'bts free fire', 'vgaming đắc lớp', 'livestream free fire', 'heavy top 1', 'heavy vo dich dtst', 'chung kết đấu trường sinh tồn', 'chung kết free fire 2020', 'chung kết free fire', 'heavy vô địch', 'heavy vô địch free fire', 'chung kết đấu trường sinh tồn mùa đông 2020']",PT4H34M1S,TRỰC TIẾP ĐTST MÙA ĐÔNG 2020 - CHUNG KẾT QUỐC GIA] Chung kết Đấu Trường Sinh Tồn Mùa Đông 2020 sẽ là nơi hội tụ ...,6829162,132159,5101
y5BqudGdwgk,2023-03-03T05:00:32Z,UCKgALVAg70mbC4SwhkyhvRw,Sốc trước giá trị tài khoản Free Fire của VGM.Bảnh #Shorts,Huyền Thoại Sinh Tồn - Free Fire Esports,"['garena free fire', 'huyen thoai sinh ton ff', 'huyền thoại sinh tồn free fire', 'free fire', 'heavy', 'đấu trường sinh tồn', 'ff đấu giải', 'garena free fire việt nam', 'ff', 'huyền thoại sinh tồn', 'dau truong sinh ton', 'giải đấu free fire', 'heavy bảnh', 'garena free fire đấu trường sinh tồn', 'htst free fire', 'dtst 2021', 'dtst', 'huyen thoai sinh ton', 'ff dau giai', 'vfl', 'vfl 2021', 'htst', 'VFL Series B', 'free fire đấu giải', 'free fire live', 'khabi', 'vgaming', 'bảnh', 'bảnh free fire', 'free fire highlight']",PT59S,FreeFire #YomostVFL #HTST Anh em đã nạp bao nhiêu vào tựa game Free Fire rồi? Comment cho mọi người cùng biết nha!,6129562,140643,862
sBufxqOW9Lw,2023-03-05T04:00:18Z,UCKgALVAg70mbC4SwhkyhvRw,Tài khoản Free Fire của ai giá trị hơn? #shorts,Huyền Thoại Sinh Tồn - Free Fire Esports,"['garena free fire', 'huyen thoai sinh ton ff', 'huyền thoại sinh tồn free fire', 'free fire', 'heavy', 'đấu trường sinh tồn', 'ff đấu giải', 'garena free fire việt nam', 'ff', 'huyền thoại sinh tồn', 'dau truong sinh ton', 'giải đấu free fire', 'heavy bảnh', 'garena free fire đấu trường sinh tồn', 'htst free fire', 'dtst 2021', 'dtst', 'huyen thoai sinh ton', 'ff dau giai', 'vfl', 'vfl 2021', 'htst', 'VFL Series B', 'free fire đấu giải', 'free fire live', 'khabi', 'vgaming', 'free fire highlight', 'tài khoản ff', 'tài khoản ff xịn']",PT54S,FreeFire #YomostVFL #HTST Anh em là dân chơi hệ nạp hay hệ cày chay xin đồ như Artemis đây? ----- Fanpage Free Fire ...,5604562,116817,517
74LSPe3q-uY,2023-08-17T01:00:03Z,UCKgALVAg70mbC4SwhkyhvRw,Test độ thông minh của tuyển thủ Free Fire #shorts,Huyền Thoại Sinh Tồn - Free Fire Esports,"['garena free fire', 'huyen thoai sinh ton ff', 'huyền thoại sinh tồn free fire', 'free fire', 'ff đấu giải', 'garena free fire việt nam', 'ff', 'huyền thoại sinh tồn', 'giải đấu free fire', 'htst free fire', 'huyen thoai sinh ton', 'ff dau giai', 'htst', 'free fire đấu giải', 'free fire live', 'tiktok trending', 'shorts trending', 'thử thách free fire', 'Shorts Free fire', 'lựa chọn ff', 'thử thách lựa chọn', 'tuyển thủ ff thử thách', 'tuyển thủ free fire', 'thử thách ff', 'lựa chọn free fire', 'thử thách ai thông minh hơn']",PT1M,FreeFire #yomostvfl #HTST Cùng một team nhưng xem ra thì độ thông minh cũng hơi khác nhau nha. Nhưng như này là công ...,3283728,68378,1423
Jik9rOxVdAI,2021-11-28T14:22:58Z,UCKgALVAg70mbC4SwhkyhvRw,[VN] Free Fire Asia Championship | Finals | HQ VÔ ĐỊCH! VIỆT NAM VÔ ĐỊCH!,Huyền Thoại Sinh Tồn - Free Fire Esports,"['garena free fire', 'huyen thoai sinh ton ff', 'huyền thoại sinh tồn free fire', 'free fire', 'heavy', 'đấu trường sinh tồn', 'ff đấu giải', 'garena free fire việt nam', 'ff', 'huyền thoại sinh tồn', 'dau truong sinh ton', 'giải đấu free fire', 'htst free fire', 'huyen thoai sinh ton', 'ff dau giai', 'vfl', 'htst', 'ffac 2021', 'giải quốc tế ffac', 'giai dau ffac', 'VN cố lên', 'FFAC Finals', 'chung kết FFAC', 'quà 350k view', 'AK bí ngô', 'Bom keo cuồng loạn', 'chung kết 28.11', 'BTS', 'Việt Nam vô địch', 'HQ vô địch', 'VN vô địch']",PT4H30M30S,"28/11 - CHUNG KẾT FREE FIRE ASIA CHAMPIONSHIP Cùng cổ vũ cho 3 đại diện Việt Nam: BTS, HQ Esports và HEAVY tại giải ...",3071245,156822,1495
MN0ONc63djM,2023-04-27T02:00:08Z,UCKgALVAg70mbC4SwhkyhvRw,WAG.TheGhost giữ lời hứa trả thù cho PE! #shorts,Huyền Thoại Sinh Tồn - Free Fire Esports,"['garena free fire', 'huyen thoai sinh ton ff', 'huyền thoại sinh tồn free fire', 'free fire', 'ff đấu giải', 'garena free fire việt nam', 'ff', 'huyền thoại sinh tồn', 'giải đấu free fire', 'htst free fire', 'dtst 2021', 'huyen thoai sinh ton', 'ff dau giai', 'vfl', 'vfl 2021', 'htst', 'free fire đấu giải', 'free fire live', 'free fire highlight', 'lựa chọn tiktok', 'tiktok trending', 'shorts trending', 'thử thách free fire', 'Shorts Free fire', 'WAG vs GOW', 'sói thần và thợ săn', 'bác gấu khóc', 'WAG vô địch tử chiến']",PT26S,FreeFire #yomostvfl #HTST Anh em thấy TheGhost uy tín chưa? Quá là tỏa sáng luôn! ----- Fanpage Free Fire Esports: ...,2537208,48802,395
1inuEqN39wg,2023-08-27T10:22:58Z,UCKgALVAg70mbC4SwhkyhvRw,Choáng váng với sự lươn lẹo của tuyển thủ là đây! #shorts,Huyền Thoại Sinh Tồn - Free Fire Esports,"['garena free fire', 'huyen thoai sinh ton ff', 'huyền thoại sinh tồn free fire', 'free fire', 'ff đấu giải', 'garena free fire việt nam', 'ff', 'huyền thoại sinh tồn', 'giải đấu free fire', 'htst free fire', 'huyen thoai sinh ton', 'ff dau giai', 'htst', 'free fire đấu giải', 'free fire live', 'tiktok trending', 'shorts trending', 'thử thách free fire', 'Shorts Free fire', 'lựa chọn ff', 'thử thách lựa chọn', 'tuyển thủ ff thử thách', 'tuyển thủ free fire', 'thử thách ff', 'lựa chọn free fire']",PT1M,FreeFire #yomostvfl #HTST Giỏi nhưng mà giỏi lươn lẹo ạ :) Anh em xem có trả lời được câu hỏi cuối của chương trình không nào ...,2168602,51635,422
wRoF56_PpOc,2023-05-21T02:00:31Z,UCKgALVAg70mbC4SwhkyhvRw,AK47 hay Scar có tầm bắn xa hơn? #shorts,Huyền Thoại Sinh Tồn - Free Fire Esports,"['garena free fire', 'huyen thoai sinh ton ff', 'huyền thoại sinh tồn free fire', 'free fire', 'ff đấu giải', 'garena free fire việt nam', 'ff', 'huyền thoại sinh tồn', 'giải đấu free fire', 'htst free fire', 'huyen thoai sinh ton', 'ff dau giai', 'htst', 'free fire đấu giải', 'free fire live', 'lựa chọn tiktok', 'tiktok trending', 'shorts trending', 'thử thách free fire', 'Shorts Free fire', 'nhân vật orion ff', 'nhân vật Orion', 'Orion hay Ngộ không', 'Orion hay Wukong', 'lựa chọn ff', 'Ak và Scar', 'AK47 vs Scar']",PT57S,FreeFire #yomostvfl #HTST Mấy ông tuyển thủ như này là không ổn rồi nhé! ----- Fanpage Free Fire Esports: ...,2129463,55162,210
ZeLIpamy7Gw,2023-09-21T08:42:04Z,UCW2VpyLcDYZghyejDI7jzgA,[Review Phim] Gái Xinh Đi Ứng Tuyển Làm Vệ Sĩ Và Cái Kết Lụm Luôn Anh Tổng Tài,Chích Kừn Review Phim,"['review phim', 'tóm tắt phim', 'review phim bộ', 'review phim hàn', 'review phim hay', 'review phim nhanh', 'review phim mới']",PT1H24M14S,[Review Phim] Gái Xinh Đi Ứng Tuyển Làm Vệ Sĩ Và Cái Kết Lụm Luôn Anh Tổng Tài | Tóm Tắt Phim Hàn Hay 2023 Đăng Ký ...,1925806,12698,176
jBaF0MtXGL4,2023-09-04T09:24:35Z,UCW2VpyLcDYZghyejDI7jzgA,[Review Phim] Nhóm Biệt Đội Săn Quỷ Sở Hữu Siêu Năng Lực Tối Thượng,Chích Kừn Review Phim,"['review phim', 'tóm tắt phim', 'review phim bộ', 'review phim hàn', 'review phim nghệ thuật săn quỷ và nấu mì', 'nghệ thuật săn quỷ và nấu mì mùa 2']",PT1H59M24S,"review phim nghệ thuật săn quỷ và nấu mì full phần 1 + phần 2 #reviewphim , #phimbo #phimhay.",1653147,13234,89
I2U3K8f1eNQ,2023-11-06T09:01:21Z,UCW2VpyLcDYZghyejDI7jzgA,"Cô gái say rượu tình 1 đêm với tổng tài, 9 tháng 10 ngày sau đẻ luôn 1 phát 6 đứa",Chích Kừn Review Phim,"['review phim', 'tóm tắt phim', 'review kịch ngắn', 'review phim trung quốc', 'review phim trung', 'review phim ngôn tình', 'phim ngôn tình trung quốc', 'phim ngắn trung quốc', 'phim tình cảm']",PT2H34M38S,"Đăng Ký Kênh: https://www.youtube.com/channel/UCW2VpyLcDYZghyejDI7jzgA?sub_confirmation=1 ○ All Music , Pictures, ...",1302386,6905,334
